user,produk,review
Sofiansyah,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",Barang diterima dg aman  rasa nya enak  dan membantu mempercepat proses penyembuhan dari batuk dan pilek pada anak
Maria,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",Seperti biasa  selalu fast response dan memang kami udah cock banget sama Regas  buat bapil anak-anak
H***i,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",pesanan ke 2. alhamdulillah cocok
H***i,,pesanan ke 2. alhamdulillah cocok
Maria,,rasanya mantap  nggak perlu repot memeras lemon
Martin,,Good product and fast response seller
Hendro,"Mini Size Sapujagad Anak by Rahsa Nusantara""",jamu yang enak banget ini.. anak2 bisa minum tanpa drama.. efek nya juga ok bgt di badan anak  jadi nyenyak tidur  gak gampang sakit.. TOP BANGET
Hendro,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",ngefek banget ini di anakku.. kalo udah mulai bersin2  diminumin ini langsung brenti bersin2nya.. TOP
A***a,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",sudah ke 3x nya beli disini. Wajib selalu dijadikan P3K di rumah disaat kondisi dan cuaca yang tidak menentu saat ini.
T***e,,collagen booster fave
Futsia,,barang sesuai pesanan. packaging aman dengan kardus dan bubble wrap dari sisa karton. ini rasanya ringan ya. ga kental. tapi masih tetap berasa bawang putihnya. recommend...
Ciendy,,Alhamdulillah anak cocok dengan rasanya ðŸ¤—ðŸ¤—
A***n,"Mini Size Jagad Series by Rahsa Nusantara - Starter Pack""",bagus banget pelayanannya
Yohana,,packaging super aman...
F***o,"[Bebas Pilih Bundling] Sekarjagad by Rahsa Nusantara - Healthy Glow""",Barang cepat sampai  kirain tgl 25 bakalan molor  ternyata sehari sampe  suka sm kemasan baru nya  semoga ngga suka bocor rembes ke meja lg  krn susah ilang kuningnya
Rafika,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",Alhamdulillah batuk dan pilek anak2 berangsur sembuh walaupun gak instant spt obat kimia. Rasanya juga msh bs diterima sm anak2
Anastasia,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",sudah repurchase 2x. dan anak-anak cocok.
A***a,,Pertama kali nyobain  sempga cocok
Y***a,,Anak saya suka rasanya
Y***a,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",Baru pertama kali coba  semoga cocok
Jessica,"PAKET HEALTHY KIDS 200K By Rahsa Nusantara""",Anak anak suka dan cocok dengan rasanya.
Achmad,,bagus dan bermanfaat
N***a,,tutup botol bagian dalamnya yg plastik putih  susah sekali dibuka sampe melukai 2 kuku saya  semoga bisa menggunakan tutup yg mudah dibuka
Hakeema,"[Bebas Pilih Bundling] Sapujagad anak REGAS by Rahsa Nusantara""",rasanya gak terlalu pedas  lebih enak kalo dingin
Asri,"Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional""",Enak tp sayang tutup nya susah banget dibukaaa
Lussia,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",diterima dlm kondisi aman. thanks seller
Futsia,,barang sesuai pesanan. bahannya alami. dari aroma dan harganya juga kelihatan bahwa ini real alami LOL. packaging aman. kardus dan pakai bubble wrap dari karton gitu. so...
G***s,,Pengemasan aman  pengiriman cepat. Produk kali ini lebih encer dibanding sebelum2nya. Semoga nggak menurun fungsinya
A***a,,cocok bgt  anak saya suka
A***a,,cocok banget pakai ini
Retty,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",selalu pake ini kl anak2 uda mulai bersin2.. alhamdulillah ga jadi flu nya.. ga berlanjut. kalaupun sudah flu at least ga lama. mantepp bgt ramuannya
D***h,"Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional""",Packaging bagus  kuat  aman. Rasanya enak.  Kunyit Asemnya bener2 asli dan ori. Seger  sehat.
Carolyn,,semoga enak. produk baru dan menarik. packaging yang envronmental-friendly
D***a,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",Akhirnyaaaaa botolnya udh diganti lebih aman dari yg sebelumnya  jadi udah ngga tumpah2 lagi kalo nuang  mantaapp! Sendoknya memudahkan bgt  lucu juga bentuknya. Thanks s...
P***k,"Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional""",Kualitas rasanya berubah skrng lebih cair + kemasannya bagusan yg dulu
L***a,,Sudah langganan banget selalu nyetok ini di kulkas  dan support banget kalo badan abis lembur dan capek sangat menolong sebagai booster stamina. Kemarin pesen 10 botol ad...
Putri,,Enak
T***a,,lama proses kirimnya..khasiatnya ga tau sih ngefek/ga..ikut2 orang aja minum suplemen kolagen..
Dian,"Mini Size Sapujagad Anak by Rahsa Nusantara""",rasa oke  anak suka  admin reaponsif  packing ramah lingkungan dan aman  proses cepat.. sudah repeat order ke 2.. terimakasi
Ainun,[PAKET HEMAT REGAS] by Rahsa Nusantara - Herbal Alami Flu Batuk Pilek,benar2 membuat dahak anak saya keluar  jd anak saya bs lega  batuk lumayan berkurang  jd anak saya bs lega  batuk lumayan berkurang
Victor,,Teksturnya pas ga terlalu kental  rasa balance.  rasa balance.
S***a,Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba,Udah sampe cepet banget 1 hr sampe begitu diminum enak banget  tenggorokan jd ga sakit lg.  tenggorokan jd ga sakit lg.
untung,,Sudah sering order  ini order lagi. puas sih dari kemanan packing  waktu pengiriman  semua memuaskan . terimakasih  ini order lagi. puas sih dari kemanan packing  waktu pengiriman  semua memuaskan . terimakasih
Irma,,Memang berkhasiat mengurangi gejala sakit maag. Tapi sayang  voucher gak bisa dipakai  voucher gak bisa dipakai
V***i,,produknya pd saat dituang koq byk yg menetes diluar gelas  yg pasti produk ini sdh sy coba GAK Bikin tidur nyenyak....masih aja insomnia...jd rugi beli produk ini mahal k...   yg pasti produk ini sdh sy coba GAK Bikin tidur nyenyak....masih aja insomnia...jd rugi beli produk ini mahal k...
Debora,,produknya bocor  dari tutup botolnya ternyata tidak fit  semoga bisa diperbaiki untuk kedepannya. Jika bocor begini apakah masih bisa di konsumsi  atau produk sudah rusak...   dari tutup botolnya ternyata tidak fit  semoga bisa diperbaiki untuk kedepannya. Jika bocor begini apakah masih bisa di konsumsi  atau produk sudah rusak...
N***y,,aneh rasanya  spt masih mentah.  spt masih mentah.
y***i,,waktu dateng bocor ðŸ˜”
A***s,,Sari Lemon &amp
N***i,,Pertama kali beli  pas nyampe eh ada yang bocor. Berantakan udah tumpah minyaknya ke mana-mana. Ya udah mau gimana lagi  emang nasip buruk apa mau dikata. Padahal udah pe...   pas nyampe eh ada yang bocor. Berantakan udah tumpah minyaknya ke mana-mana. Ya udah mau gimana lagi  emang nasip buruk apa mau dikata. Padahal udah pe...
L***a,,saat sampai sudah rembes  minyaknya sudah kemana2  saat buka tutup botol  segel dalamnya sudah copot. entah karna SOP pengiriman yg buruk atau memang segel kurang kuat. p...   minyaknya sudah kemana2  saat buka tutup botol  segel dalamnya sudah copot. entah karna SOP pengiriman yg buruk atau memang segel kurang kuat. p...
D***i,,rasanya enak  dapet bonus sari serai telang. tapi yang kurang sip di packagingnya  pas sampe padahal udh kebungkus bubble wrap tp kayak ada yg bocor. Seal yg di rasananya...   dapet bonus sari serai telang. tapi yang kurang sip di packagingnya  pas sampe padahal udh kebungkus bubble wrap tp kayak ada yg bocor. Seal yg di rasananya...
B***S,,Produk tidak diselotip  jadi saat pengiriman tumpah karena tidak rapat.   jadi saat pengiriman tumpah karena tidak rapat.
NIMAS,,Maaf kalo kasi nya bintang 3  productnya oke banget   tapi udha 2 kalo dpet masalah di shipping  syukurnya productnya ga ampe basi  karena langsung masukin kulkas ketika...   productnya oke banget   tapi udha 2 kalo dpet masalah di shipping  syukurnya productnya ga ampe basi  karena langsung masukin kulkas ketika...
M***i,,Rasanya dominan asam dan terasa seperti minum jamu. Anakku ga suka  akhirnya aku yg minum  akhirnya aku yg minum
B***y,,kualitas produk oke  hanya botol kemasan bocor dr tutupnya pada saat pengiriman  hanya botol kemasan bocor dr tutupnya pada saat pengiriman
Bgx,,Produk nya oke sebenernya  tapi packaging nya jelek  gampang tumpah kalo lagi nuang ke sendok.. Mulut botol nya diganti lah agar kalo nuang gk gampang tumpah2  tapi packaging nya jelek  gampang tumpah kalo lagi nuang ke sendok.. Mulut botol nya diganti lah agar kalo nuang gk gampang tumpah2
Traya,,Waktu barang nya belum dtg dihubungin ekspidisi  kt nya barang nge rembes. Begitu sampai di unboxing dgn kurirnya  ternyata tutup nya ga rapat jd minyak nya keluar semua....   kt nya barang nge rembes. Begitu sampai di unboxing dgn kurirnya  ternyata tutup nya ga rapat jd minyak nya keluar semua....
R***a,,Kemasan bocor dikarenakan tutup pada botol yang kurang rapat  tetapi botolnya aman tidak pecah dan isinya masih bagus. semoga kedepannya lebih baik  tetapi botolnya aman tidak pecah dan isinya masih bagus. semoga kedepannya lebih baik
m***a,,packing dan pengiriman cepet bet.  wkt liat produknya  berharap rasanya kek sambal ijo padang  dan saya salah.  rasa sambalnya agak tawar  mungkin krn sambal sehat ya?  t...   berharap rasanya kek sambal ijo padang  dan saya salah.  rasa sambalnya agak tawar  mungkin krn sambal sehat ya?  t...
a***e,,Maaf ini honest review. Rasa jahenya kurang nendang. Utk service &amp
D***i,,utk kualitas produk &amp
Hanna,,Pas sampai  box sudah basah benyek disamping dan berminyak. Begitu buka sesuai kecurigaan dan sempet bc bbrp review  memang bocor tutupnya.  box sudah basah benyek disamping dan berminyak. Begitu buka sesuai kecurigaan dan sempet bc bbrp review  memang bocor tutupnya.
Mitapradnyadewi,,Kemasan nya sudah bagus   cuma botolnya baru di buka pecah samping nya  cuma botolnya baru di buka pecah samping nya
Ulyn,,Rasanya sungguh plain  yg agak mendingan rasanya itu ayam terik manis.  yg agak mendingan rasanya itu ayam terik manis.
F***a,Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional,Endapan kunyitnya banyak banget euyy....
Abu,,.  blm berani kasi bintang 5...prosess on going...kl berhasil beli lagi....baru bs kasi bintang lima...
rahmayanti,Paket Kolaborasi Pocilito - Rahsa Nusantara X Dayu Hatmanti,ternyata ada yg gak kejait huhuu
Mirna,,Pengiriman cepat  packing aman  tidak ada yang bocor. Tapi saya kurang cocok sama rasanya.  packing aman  tidak ada yang bocor. Tapi saya kurang cocok sama rasanya.
Widya,Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek,Tutup dan kemasan perlu diperbaiki. Beli 5 botol  lima2nya isinya keluar. Gak banyak tapi botol bagian luarnya basah walaupun bubble wrap nya aman ya.  lima2nya isinya keluar. Gak banyak tapi botol bagian luarnya basah walaupun bubble wrap nya aman ya.
B***a,,entah krn indra perasa sy yg rusak apa gmn  kayanya lemonnya kurang fresh  dr bau dan rasanya beda  kayanya lemonnya kurang fresh  dr bau dan rasanya beda
Haning,[Bebas Pilih Bundling] Sapujagad anak REGAS by Rahsa Nusantara,pengemasan sangat perlu ditingkatkan botol sapujagad pecah saat sampai :(( botol sapujagad pecah saat sampai :((
N***l,Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek,agak bocor tutupnya ga kencang  walau sudah di segel  walau sudah di segel
Mona,Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba,sdh konsumsi selama 6 hari berturut2  kok batpil si kecil blm ada progres jg ya  kok batpil si kecil blm ada progres jg ya
Rachmayanti,PAKET HEALTHY KIDS 200K By Rahsa Nusantara,Rasanya kurang kalau untuk anak
N***a,,sy langganan beli ini sudah 4 kali  kecewa dengan kemasan skrg  ga ada tutup putih lagi. skrg hanya langsung alumunium  tetesan rahsa keluar saat di kocok. tolong diadaka...   kecewa dengan kemasan skrg  ga ada tutup putih lagi. skrg hanya langsung alumunium  tetesan rahsa keluar saat di kocok. tolong diadaka...
S***e,Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional,Baru dicoba
Elvina,,Pas dibuka segel dalam  bumbunya kering..pembelian pertama ga kering..  bumbunya kering..pembelian pertama ga kering..
S***s,,produk berkualitas  ini repeat order saya. bumbu dikemas botol kaca dibungkus bubble wrap tebal. Pesan barengan dgn bumbu putih  namun sayang yg bumbu kuning ini segel al...   ini repeat order saya. bumbu dikemas botol kaca dibungkus bubble wrap tebal. Pesan barengan dgn bumbu putih  namun sayang yg bumbu kuning ini segel al...
susanti,,tutup dalamnya longgar tidak ngunci jadi rembes keluar.masukan harap tutup dalmnya diganti yg pas.produk belum di coba. jadi rembes keluar.masukan harap tutup dalmnya diganti yg pas.produk belum di coba.
Novi,,Bungkusnya sih rapi tapi waktu di buka bubble wrap ttp ada rembesan ga tau darimana. Trus pas dituang ke sendok suka tumpah2  mungkin baiknya diganti yg mulut botolnya an...   mungkin baiknya diganti yg mulut botolnya an...
I***i,,Kali ini rembes :( Semoga kualitas produk tidak berkurang  terima kasih.  terima kasih.
Devy,,entah salah di mana packingannya  tapi merembes keluar dan aromanya pun ke mana2... tapi alhamdulillah aman ga pecah dan tutup ga terbuka...  tapi merembes keluar dan aromanya pun ke mana2... tapi alhamdulillah aman ga pecah dan tutup ga terbuka...
R***a,,Ada bocor dikittt aja  lainnya aman.  lainnya aman.
Tati,,Seal ada yg kurang rapat sedikit. Isi tidak sepenuh rasana bumbu putih. Less oil &amp
H***h,Laras Sekar by Rahsa Nusantara,pecah 1  hiks. Isinya uda tumpah ke kardusnya semua..  hiks. Isinya uda tumpah ke kardusnya semua..
Avisa,,belum coba produknya  mudah2an cocok  mudah2an cocok
y***i,,baru pertama mau nyoba. botol tersegel  packing berlapis lapis tapi sayang msh ada yg merembes. oh ya  terima kasih utk bonus nya.  packing berlapis lapis tapi sayang msh ada yg merembes. oh ya  terima kasih utk bonus nya.
A***o,,semua kemasan bocor  ga bnyk tapi tetap sayang huhu  ga bnyk tapi tetap sayang huhu
A***o,,semua kemasan bocor padahal cm ke jkt   walau dikit ttp sayang. semoga kedepanny sealny dalam botol lbh kuat  krn yg dateng semuany longgar  walau dikit ttp sayang. semoga kedepanny sealny dalam botol lbh kuat  krn yg dateng semuany longgar
Irana,,Pengiriman cepat  pengemasan aman  cuma kurang cocok rasanya.   pengemasan aman  cuma kurang cocok rasanya.
C***l,,penjual responsif  pengiriman juga cepat 1 hari padahal luar bandung  semoga rasa rempahnya enak  pengiriman juga cepat 1 hari padahal luar bandung  semoga rasa rempahnya enak
R***a,,Nyobain Sukhaloka  sofar seminggu pemakaian kerasa efek nya  kulit cerah dan gak kering tapi kulit lebih oily gitu  jadi tetep harus pinter2 bersihin minyak di muka biar...   sofar seminggu pemakaian kerasa efek nya  kulit cerah dan gak kering tapi kulit lebih oily gitu  jadi tetep harus pinter2 bersihin minyak di muka biar...
Sulistio,,barang sesuai dengan pesanan   packing bagus  pengiriman cepat sayang respon penjual sangat lambat dan terkesan kaku kurang flesibel   packing bagus  pengiriman cepat sayang respon penjual sangat lambat dan terkesan kaku kurang flesibel
Wanderland,Sari Kunyit Asam by Rahsa Nusantara,rasanya enak. tapi anjuran mixingnya krg pas deh. 4sdm buat 1 gelas itu keenceran bgt. kayanya 1 gelas 200ml itu harus sekitar 5-6 sdm. mgkn tim rahsa hrs memperkental lg...
e***i,,bocor yg tnyt dari segelnya yg udh kebuka  sedih ðŸ˜ž  sedih ðŸ˜ž
o***l,,Pengiriman aman  tidak ada yang tumpah. Hanya tutup botol sedikit ada bagian yg sobek. Tapi so far aman.  tidak ada yang tumpah. Hanya tutup botol sedikit ada bagian yg sobek. Tapi so far aman.
I***a,,order 3 toples  1 toples bocor krn seal dalamnya lepas. 2 toples amannn. bumbunya wangi bgt.  1 toples bocor krn seal dalamnya lepas. 2 toples amannn. bumbunya wangi bgt.
E***a,,rasanya unik ada mintnya  tapi agak kemanisan buat saya  tapi agak kemanisan buat saya
Arief,,Barang bagus  sayang yg sari asam pecah  sayang yg sari asam pecah
Iva,,pengiriman cepat. seller responsif. saran saya  mungkin bisa diperbaiki dari segi kemasan terutama di bagian tutup botol  pas saya terima isi botolnya dua-duanya agak mel...   mungkin bisa diperbaiki dari segi kemasan terutama di bagian tutup botol  pas saya terima isi botolnya dua-duanya agak mel...
Nita,,Waktu dateng agak kaget  Karena bener2 4 botol kecil di bubble satu2 gt  kirain ada packaging nya agak manis gt. tapi ya gpp juga sih  masih oke &amp  Karena bener2 4 botol kecil di bubble satu2 gt  kirain ada packaging nya agak manis gt. tapi ya gpp juga sih  masih oke &amp
K***a,,Bumbunya mantap  tp sayang seal nya ga rapet jd pas nyampe botolnya berminyak..  tp sayang seal nya ga rapet jd pas nyampe botolnya berminyak..
Ita,,ada yg bocor 1 diterima dlm keadaan tinggal seginiðŸ˜­. diterima dlm keadaan tinggal seginiðŸ˜­.
Zima,,Rasanya sangat enak  sayang agak bocor ke bubblewrap  mungkin packing botolnya perlu di improve  sayang agak bocor ke bubblewrap  mungkin packing botolnya perlu di improve
I***a,,imun booster yang wajib ada dirumah. alhamdulillah setiap merasa ngga enak badan lalu konsumsi sapujagad  tiba-tiba ngantuk berat dan begitu bangun badan jadi lebih segar  tiba-tiba ngantuk berat dan begitu bangun badan jadi lebih segar
M***e,,Saya merasa kualitas jamu sapujagad yg lalu  lebih baik dari yg skrg. Bawang putih tunggalnya jadi kurang berasa.  lebih baik dari yg skrg. Bawang putih tunggalnya jadi kurang berasa.
d***h,,Pas sampai  air dr bumbunya agak rembes tp botol gak pecah munkin di ekspedisinya. Over all bumbunya enak  praktis.   air dr bumbunya agak rembes tp botol gak pecah munkin di ekspedisinya. Over all bumbunya enak  praktis.
E***A,,Bagus pelayanannya. Dichat tidak kelamaan balasnya. Barangnya PO tapi cepat sampai nya  pesan dari tgl 22  tgl 27 sudah sampai rumah. Minta bubble wrap nya tebel  Puji Tu...   pesan dari tgl 22  tgl 27 sudah sampai rumah. Minta bubble wrap nya tebel  Puji Tu...
L***a,[Bebas Pilih Bundling] Ayam Frozen Food dan Rasana Spesial Ramadan,Bumbu bacem enak. Ayam lengkuas potongannya besar  jadi cukup kenyang  sayang bumbunya agak kurang meresap. Sambal kecombrangnya enak. Dapat free tempe orek sama sada jiw...   jadi cukup kenyang  sayang bumbunya agak kurang meresap. Sambal kecombrangnya enak. Dapat free tempe orek sama sada jiw...
N***y,,Belum minum rutin  tapi aku suka rasanya gak terlalu jamu  tapi aku suka rasanya gak terlalu jamu
L***i,,Rasanya enak  tidak pahit  ada rasa asam dan sedikit manis. Mungkin manfaatnya baru terasa kalau konsumsinya rutin. Akan lebih baik kalau tanggal kadaluwarsanya dicantumk...   tidak pahit  ada rasa asam dan sedikit manis. Mungkin manfaatnya baru terasa kalau konsumsinya rutin. Akan lebih baik kalau tanggal kadaluwarsanya dicantumk...
A***i,Sukhaloka by Rahsa Nusantara | Plant-Based Collagen Booster 60-Capsule,Baru mau coba smg cocok ya
Tonny,Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional,ok
Tonny,Sari Serai Telang by Rahsa Nusantara - Jamu Sirup Herbal Tradisional,ok
Tonny,,ok
A***a,,Tutup Botol agak sedikit penyok tapi botol dalam kondisi baik.
A***M,,Tutup botol penyok n rembes sedikit ke kardus.
Lenny,,aku  kurang suka bandrek nya. mungkin krn ada kelapa jd kyk agak bau tengik ya.
Arrizal,,beli sambel di rasana selalu ga cocok
Intan,,Kaya ada sodanya
S***y,,tutupnya krg seret.bocor
S***a,,salah satu jarnya ga rapet jd minyaknya keluar
Wini,,agak retak botolnya  untung ngga pecah  untung ngga pecah
Yeni,,kemasan 235ml botol pertama ada rembesan airnya. jadi isinya agak berkurang dikit.
Yanti,,ga tau bocor dr mana  saat dibuka dr bubble wrap  botolnya basah gitu.. ga biasanya  botol sampe basah wlo udah dibungkus wrap  saat dibuka dr bubble wrap  botolnya basah gitu.. ga biasanya  botol sampe basah wlo udah dibungkus wrap
I***t,,agak merembes pas dibuka (video unboxing tersedia) tapi dari kualitas so far masih oke sih ya (ga bau aneh dan masih layak). cuman airnya tinggal dikit aja. ingredientnya...
S***y,Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional,3 bulan kurang. semoga cocok dan enyaak
S***y,,3 bulan kurang. semoga cocok dan enak
Russy,,Tutup yg almuni foil copot jd rembes
Sri,,paket diterima dalam kondisi penyok2  bumbu berantakan  tutup terbuka padahal pake buble wrap  bumbu berantakan  tutup terbuka padahal pake buble wrap
rulli,,puas
e***o,,Barang sesuai deskripsi ORI.
Miftania,,Enak
A***o,,Bintang 4 dulu ya karena baru konsumsi  kita lihat perkembangannya nanti dari manfaatnya selanjutnya diulas lagi  overall oke dari mulai kemasan  rasanya enak seger  peng...   kita lihat perkembangannya nanti dari manfaatnya selanjutnya diulas lagi  overall oke dari mulai kemasan  rasanya enak seger  peng...
Anisah,Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional,puas barang bagus pengiriman cepat
Anisah,Sari Beras Kencur by Rahsa Nusantara,puas barang bagus pengiriman cepat
S***o,,seller komunikatif  packing pakai bubble wrap tebal. Tapi botolnya retak dan rembes sedikit. Namun msih bisa digunakan.   packing pakai bubble wrap tebal. Tapi botolnya retak dan rembes sedikit. Namun msih bisa digunakan.
sri,,rasanya bawang banget kaya minum bumbu
Mirna,,Pengiriman cepat  packing aman  tidak ada yang bocor. Rasanya cukup enak.  packing aman  tidak ada yang bocor. Rasanya cukup enak.
Mirna,Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional,Pengiriman cepat  packing aman  tidak ada yang bocor. Rasanya cukup enak.  packing aman  tidak ada yang bocor. Rasanya cukup enak.
Komalasari,,di kemas rapi jd tdak pecah ok banget...ðŸ‘
K***h,,rasanya terlalu asam kak untuk anak2ðŸ™
Sri,,kondisi paket parah bngt
Miftania,Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional,Pengiriman cepat  rasa nya enak  packaging aman  cm rasa sari asem nya kurang nonjol.. tp so far sih enak ya  rasa nya enak  packaging aman  cm rasa sari asem nya kurang nonjol.. tp so far sih enak ya
Miftania,Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek,Rasa nya enak  pengiriman cepat  packaging aman  cm memang belum ngaruh sih buat batpil anak. Udah abis satu botol tp masih batpil aja hmm  pengiriman cepat  packaging aman  cm memang belum ngaruh sih buat batpil anak. Udah abis satu botol tp masih batpil aja hmm
E***a,,produk ok  pengiriman salah rumah  pengiriman salah rumah
w***a,Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek,Datang sesuai waktu. Tapi tutupnya perlu ditingkatkan lagi  krn ga leak proof banget. pake sumpelan tetep leaking  ga pake lebih parah. mana sumpelannya susah dicabut pul...   krn ga leak proof banget. pake sumpelan tetep leaking  ga pake lebih parah. mana sumpelannya susah dicabut pul...
Retno,Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek,pertama kali coba untuk anak2 yang bolak balik batuk sejak masuk sekolah lagi. semoga manjur untuk alternatif obat kimia yg biasa dipakai. sayangnya expired nya deket sek...
Nurul,,Re-purchase yang kedua. Langganan produk2 yang lainnya juga cukup banyak. Namun kali ini agak bingung kenapa warnanya jadi hijau ya? Apa karena kondisi di perjalanan sela...
N***a,Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional,Sekedar saran  karena taglinenya â€œKebaikan Alamâ€  mungkin ada baiknya untuk packaging bisa mengurangi penggunaan bubblewrap. Karena bubblewrap yg dipakai lumayan banyak....   karena taglinenya â€œKebaikan Alamâ€  mungkin ada baiknya untuk packaging bisa mengurangi penggunaan bubblewrap. Karena bubblewrap yg dipakai lumayan banyak....
N***a,,Sekedar saran  karena taglinenya â€œKebaikan Alamâ€  mungkin ada baiknya untuk packaging bisa mengurangi penggunaan bubblewrap. Karena bubblewrap yg dipakai lumayan banyak....   karena taglinenya â€œKebaikan Alamâ€  mungkin ada baiknya untuk packaging bisa mengurangi penggunaan bubblewrap. Karena bubblewrap yg dipakai lumayan banyak....
RIZKA,,1 botol kira kira habis dalam 2 hari
Muna,Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek,Pengiriman aman. Barang selamat. Kemasan tertutup rapat. Baunya khas rempah-rempah.
Awandi,,anak-anak saya ternyata lebih suka yg varian rasa original ðŸ˜ƒðŸ˜…
Tranti,Mini Size Sapujagad Anak by Rahsa Nusantara,sudah diterima dalam keadaan baik  belum diminumkan ke anak  semoga cocok  belum diminumkan ke anak  semoga cocok
Yoana,,Pengiriman aman  gak bocor sedikitpun  cukup cepat.  gak bocor sedikitpun  cukup cepat.
D***a,,Rasanya tidak enak  anak jd susah disuru minum  anak jd susah disuru minum
T***a,Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek,sudah habis sebotol ngga ngefek apa2 untuk batuknya  hanya sensasi hangat aja terasa enak mengahangatkan badan anak.  hanya sensasi hangat aja terasa enak mengahangatkan badan anak.
A***a,[Bebas Pilih Bundling] Sapujagad anak REGAS by Rahsa Nusantara,Rasa jamunya terasa  anakku ga doyan. Tapi aku malah suka  jadi ortunya yg minum  anakku ga doyan. Tapi aku malah suka  jadi ortunya yg minum
D***a,,Kok rasanya enaaakk? Baru pertama kali coba  dan suka sama rasanya  kalo nanti khasiatnya kerasa pasti repeat order. Sayangnya kemasan botol kayaknya memang jadi kendala...   dan suka sama rasanya  kalo nanti khasiatnya kerasa pasti repeat order. Sayangnya kemasan botol kayaknya memang jadi kendala...
P***k,Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional,Kualitas rasanya berubah skrng lebih cair + kemasannya bagusan yg dulu
P***k,Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional,Kualitasnya menurun sekali huhu  tutup botol yg skrng agak seret buat ditutup lg. Selain itu  sirupnya juga jauh lebih cair dari terakhir beli di 2021. Semoga bisa balik...   tutup botol yg skrng agak seret buat ditutup lg. Selain itu  sirupnya juga jauh lebih cair dari terakhir beli di 2021. Semoga bisa balik...
N***a,,tutup botol bagian dalamnya yg plastik putih  susah sekali dibuka sampe melukai 2 kuku saya  semoga bisa menggunakan tutup yg mudah dibuka  susah sekali dibuka sampe melukai 2 kuku saya  semoga bisa menggunakan tutup yg mudah dibuka
Andri,,selalu favorit!!!
Margareth,,seller kirimnya on time  tp kali ini deliverynya 3hr dgn PLUS  tp kali ini deliverynya 3hr dgn PLUS
Andri,,barang bagus-pengiriman cepat-tepat
Amalia,,GERD jadi ga kambuh aku si cocok  suami agak ga seneng sm aroma baputnya tp khasiat nolong banget krn cuaca bogor yg hujan2 mllu 2mggu ini  pasti pesen lg sih klo sdh hab...   suami agak ga seneng sm aroma baputnya tp khasiat nolong banget krn cuaca bogor yg hujan2 mllu 2mggu ini  pasti pesen lg sih klo sdh hab...
Erik,,Paket diterima dlm kondisi baik. Buble wrap tebal di dalam kardus. Botol dan tutup aman. recommended.
Susanti,Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional,tutup kemasan nya tidak terlalu kencang pas di buka agak sedikit tumpah anyway saya tidak videoin jadi gak bisa claim juga.
D***n,Sari Kunyit Asam by Rahsa Nusantara,Dibonusin telang tapi sayangnya packing kurang erat jadi bocor tinggal setengah.
L***g,,ini pembelian kedua dan dapat bonus bumbu merah ukuran kecil.
