,user,produk,review,review_processed,polarity_score,polarity
776,R***a,,Kemasan bocor dikarenakan tutup pada botol yang kurang rapat  tetapi botolnya aman tidak pecah dan isinya masih bagus. semoga kedepannya lebih baik  tetapi botolnya aman tidak pecah dan isinya masih bagus. semoga kedepannya lebih baik,"kemas,bocor,tutup,botol,rapat,botol,aman,pecah,isi,bagus,moga,botol,aman,pecah,isi,bagus,moga",-2,negative
777,m***a,,packing dan pengiriman cepet bet.  wkt liat produknya  berharap rasanya kek sambal ijo padang  dan saya salah.  rasa sambalnya agak tawar  mungkin krn sambal sehat ya?  t...   berharap rasanya kek sambal ijo padang  dan saya salah.  rasa sambalnya agak tawar  mungkin krn sambal sehat ya?  t...,"packing,kirim,cepat,banget,waktu,lihat,produk,harap,kayak,sambal,ijo,padang,salah,sambal,tawar,karena,sambal,sehat,t,harap,kayak,sambal,ijo,padang,salah,sambal,tawar,karena,sambal,sehat,t",3,positive
778,a***e,,Maaf ini honest review. Rasa jahenya kurang nendang. Utk service &amp,"maaf,honest,review,jahe,nendang,untuk,service,amp",-1,negative
779,D***i,,utk kualitas produk &amp,"untuk,kualitas,produk,amp",0,neutral
780,Hanna,,Pas sampai  box sudah basah benyek disamping dan berminyak. Begitu buka sesuai kecurigaan dan sempet bc bbrp review  memang bocor tutupnya.  box sudah basah benyek disamping dan berminyak. Begitu buka sesuai kecurigaan dan sempet bc bbrp review  memang bocor tutupnya.,"box,basah,benyek,samping,minyak,buka,sesuai,curiga,sempat,baca,beberapa,review,bocor,tutup,box,basah,benyek,samping,minyak,buka,sesuai,curiga,sempat,baca,beberapa,review,bocor,tutup",-4,negative
781,Mitapradnyadewi,,Kemasan nya sudah bagus   cuma botolnya baru di buka pecah samping nya  cuma botolnya baru di buka pecah samping nya,"kemas,bagus,botol,buka,pecah,samping,botol,buka,pecah,samping",-2,negative
782,Ulyn,,Rasanya sungguh plain  yg agak mendingan rasanya itu ayam terik manis.  yg agak mendingan rasanya itu ayam terik manis.,"plain,mending,ayam,terik,manis,mending,ayam,terik,manis",2,positive
783,F***a,Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional,Endapan kunyitnya banyak banget euyy....,"endap,kunyit,euyy",0,neutral
784,Abu,,.  blm berani kasi bintang 5...prosess on going...kl berhasil beli lagi....baru bs kasi bintang lima...,"belum,berani,kasihh,bintang,prosess,on,going,kalo,hasil,beli,bisa,kasihh,bintang",-1,negative
785,rahmayanti,Paket Kolaborasi Pocilito - Rahsa Nusantara X Dayu Hatmanti,ternyata ada yg gak kejait huhuu,"nyata,enggak,kejait,huhuu",0,neutral
786,Mirna,,Pengiriman cepat  packing aman  tidak ada yang bocor. Tapi saya kurang cocok sama rasanya.  packing aman  tidak ada yang bocor. Tapi saya kurang cocok sama rasanya.,"kirim,cepat,packing,aman,bocor,cocok,packing,aman,bocor,cocok",3,positive
787,Widya,Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek,Tutup dan kemasan perlu diperbaiki. Beli 5 botol  lima2nya isinya keluar. Gak banyak tapi botol bagian luarnya basah walaupun bubble wrap nya aman ya.  lima2nya isinya keluar. Gak banyak tapi botol bagian luarnya basah walaupun bubble wrap nya aman ya.,"tutup,kemas,beli,botol,lima2nya,isi,engenggak,botol,basah,bubble,wrap,aman,lima2nya,isi,engenggak,botol,basah,bubble,wrap,aman",-1,negative
788,B***a,,entah krn indra perasa sy yg rusak apa gmn  kayanya lemonnya kurang fresh  dr bau dan rasanya beda  kayanya lemonnya kurang fresh  dr bau dan rasanya beda,"karena,indaria,asa,saya,rusak,bagaimana,kayakk,lemon,fresh,dari,bau,beda,kayakk,lemon,fresh,dari,bau,beda",-2,negative
789,Haning,[Bebas Pilih Bundling] Sapujagad anak REGAS by Rahsa Nusantara,pengemasan sangat perlu ditingkatkan botol sapujagad pecah saat sampai :(( botol sapujagad pecah saat sampai :((,"emas,tingkat,botol,sapujagad,pecah,botol,sapujagad,pecah",-2,negative
790,N***l,Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek,agak bocor tutupnya ga kencang  walau sudah di segel  walau sudah di segel,"bocor,tutup,enggak,kencang,segel,segel",-4,negative
791,Mona,Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba,sdh konsumsi selama 6 hari berturut2  kok batpil si kecil blm ada progres jg ya  kok batpil si kecil blm ada progres jg ya,"sudah,konsumsi,berturut2,batpil,belum,progres,juga,batpil,belum,progres,juga",-2,negative
792,Rachmayanti,PAKET HEALTHY KIDS 200K By Rahsa Nusantara,Rasanya kurang kalau untuk anak,anak,0,neutral
793,N***a,,sy langganan beli ini sudah 4 kali  kecewa dengan kemasan skrg  ga ada tutup putih lagi. skrg hanya langsung alumunium  tetesan rahsa keluar saat di kocok. tolong diadaka...   kecewa dengan kemasan skrg  ga ada tutup putih lagi. skrg hanya langsung alumunium  tetesan rahsa keluar saat di kocok. tolong diadaka...,"saya,langengenggakkn,beli,kecewa,kemas,sekarang,engenggakk,tutup,putih,sekarang,langsung,alumunium,tetes,rahsa,kocok,tolong,diadaka,kecewa,kemas,sekarang,engenggakk,tutup,putih,sekarang,langsung,alumunium,tetes,rahsa,kocok,tolong,diadaka",-6,negative
794,S***e,Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional,Baru dicoba,coba,0,neutral
795,Elvina,,Pas dibuka segel dalam  bumbunya kering..pembelian pertama ga kering..  bumbunya kering..pembelian pertama ga kering..,"buka,segel,bumbu,kering,beli,engenggakk,kering,bumbu,kering,beli,engenggakk,kering",-1,negative
796,S***s,,produk berkualitas  ini repeat order saya. bumbu dikemas botol kaca dibungkus bubble wrap tebal. Pesan barengan dgn bumbu putih  namun sayang yg bumbu kuning ini segel al...   ini repeat order saya. bumbu dikemas botol kaca dibungkus bubble wrap tebal. Pesan barengan dgn bumbu putih  namun sayang yg bumbu kuning ini segel al...,"produk,kualitas,repeat,order,bumbu,kemas,botol,kaca,bungkus,bubble,wrap,tebal,pesan,bareng,dengan,bumbu,putih,sayang,bumbu,kuning,segel,al,repeat,order,bumbu,kemas,botol,kaca,bungkus,bubble,wrap,tebal,pesan,bareng,dengan,bumbu,putih,sayang,bumbu,kuning,segel,al",0,neutral
797,susanti,,tutup dalamnya longgar tidak ngunci jadi rembes keluar.masukan harap tutup dalmnya diganti yg pas.produk belum di coba. jadi rembes keluar.masukan harap tutup dalmnya diganti yg pas.produk belum di coba.,"tutup,longgar,ngunci,rembes,masuk,harap,tutup,dalmnya,ganti,produk,coba,rembes,masuk,harap,tutup,dalmnya,ganti,produk,coba",-5,negative
798,Novi,,Bungkusnya sih rapi tapi waktu di buka bubble wrap ttp ada rembesan ga tau darimana. Trus pas dituang ke sendok suka tumpah2  mungkin baiknya diganti yg mulut botolnya an...   mungkin baiknya diganti yg mulut botolnya an...,"bungkus,rapi,buka,bubble,wrap,tetap,rembes,enggak,tau,terus,tuang,sendok,suka,tumpah2,enggaknti,mulut,botol,an,enggaknti,mulut,botol,an",0,neutral
799,I***i,,Kali ini rembes :( Semoga kualitas produk tidak berkurang  terima kasih.  terima kasih.,"rembes,moga,kualitas,produk,terima,kasih,terima,kasih",3,positive
800,Devy,,entah salah di mana packingannya  tapi merembes keluar dan aromanya pun ke mana2... tapi alhamdulillah aman ga pecah dan tutup ga terbuka...  tapi merembes keluar dan aromanya pun ke mana2... tapi alhamdulillah aman ga pecah dan tutup ga terbuka...,"salah,packinengengengenggakkkknnya,rembes,aroma,mana2,aman,engengengenggakkkk,pecah,tutup,engengengenggakkkk,buka,rembes,aroma,mana2,aman,engengengenggakkkk,pecah,tutup,engengengenggakkkk,buka",-4,negative
801,R***a,,Ada bocor dikittt aja  lainnya aman.  lainnya aman.,"bocor,dikittt,aman,aman",1,positive
802,Tati,,Seal ada yg kurang rapat sedikit. Isi tidak sepenuh rasana bumbu putih. Less oil &amp,"seal,rapat,isi,sepenuh,rasana,bumbu,putih,less,oil,amp",-1,negative
803,H***h,Laras Sekar by Rahsa Nusantara,pecah 1  hiks. Isinya uda tumpah ke kardusnya semua..  hiks. Isinya uda tumpah ke kardusnya semua..,"pecah,hiks,isi,ssudahh,tumpah,kardus,hiks,isi,ssudahh,tumpah,kardus",-3,negative
804,Avisa,,belum coba produknya  mudah2an cocok  mudah2an cocok,"coba,produk,mudah-mudahan,cocok,mudah-mudahan,cocok",2,positive
805,y***i,,baru pertama mau nyoba. botol tersegel  packing berlapis lapis tapi sayang msh ada yg merembes. oh ya  terima kasih utk bonus nya.  packing berlapis lapis tapi sayang msh ada yg merembes. oh ya  terima kasih utk bonus nya.,"mencoba,botol,segel,packing,lap,lapis,sayang,masih,rembes,oh,terima,kasih,untuk,bonus,packing,lap,lapis,sayang,masih,rembes,oh,terima,kasih,untuk,bonus",5,positive
806,A***o,,semua kemasan bocor  ga bnyk tapi tetap sayang huhu  ga bnyk tapi tetap sayang huhu,"kemas,bocor,engenggakk,banyak,sayang,huhu,engenggakk,banyak,sayang,huhu",1,positive
807,A***o,,semua kemasan bocor padahal cm ke jkt   walau dikit ttp sayang. semoga kedepanny sealny dalam botol lbh kuat  krn yg dateng semuany longgar  walau dikit ttp sayang. semoga kedepanny sealny dalam botol lbh kuat  krn yg dateng semuany longgar,"kemas,bocor,jakarta,dikit,tetap,sayang,moga,kedepanny,sealny,botol,lebih,kuat,karena,datang,semuany,longgar,dikit,tetap,sayang,moga,kedepanny,sealny,botol,lebih,kuat,karena,datang,semuany,longgar",3,positive
808,Irana,,Pengiriman cepat  pengemasan aman  cuma kurang cocok rasanya.   pengemasan aman  cuma kurang cocok rasanya.,"kirim,cepat,emas,aman,cocok,emas,aman,cocok",5,positive
809,C***l,,penjual responsif  pengiriman juga cepat 1 hari padahal luar bandung  semoga rasa rempahnya enak  pengiriman juga cepat 1 hari padahal luar bandung  semoga rasa rempahnya enak,"jual,responsif,kirim,cepat,bandung,moga,rempah,enak,kirim,cepat,bandung,moga,rempah,enak",4,positive
810,R***a,,Nyobain Sukhaloka  sofar seminggu pemakaian kerasa efek nya  kulit cerah dan gak kering tapi kulit lebih oily gitu  jadi tetep harus pinter2 bersihin minyak di muka biar...   sofar seminggu pemakaian kerasa efek nya  kulit cerah dan gak kering tapi kulit lebih oily gitu  jadi tetep harus pinter2 bersihin minyak di muka biar...,"mencoba,sukhaloka,sofar,pakai,efek,kulit,cerah,engenggak,kering,kulit,oily,tetap,pinter2,bersihin,minyak,muka,biar,sofar,pakai,efek,kulit,cerah,engenggak,kering,kulit,oily,tetap,pinter2,bersihin,minyak,muka,biar",0,neutral
811,Sulistio,,barang sesuai dengan pesanan   packing bagus  pengiriman cepat sayang respon penjual sangat lambat dan terkesan kaku kurang flesibel   packing bagus  pengiriman cepat sayang respon penjual sangat lambat dan terkesan kaku kurang flesibel,"barang,sesuai,pesan,packing,bagus,kirim,cepat,sayang,respon,jual,lambat,kes,kaku,flesibel,packing,bagus,kirim,cepat,sayang,respon,jual,lambat,kes,kaku,flesibel",3,positive
812,Wanderland,Sari Kunyit Asam by Rahsa Nusantara,rasanya enak. tapi anjuran mixingnya krg pas deh. 4sdm buat 1 gelas itu keenceran bgt. kayanya 1 gelas 200ml itu harus sekitar 5-6 sdm. mgkn tim rahsa hrs memperkental lg...,"enak,anjur,mixingnya,krg,deh,sdm,gelas,encer,banget,kayak,gelasml,sdm,mungkin,tim,rahsa,harus,kental,lagi",-1,negative
813,e***i,,bocor yg tnyt dari segelnya yg udh kebuka  sedih ðŸ˜ž  sedih ðŸ˜ž,"bocor,tnyt,segel,sudah,buka,sedih,sedih",-4,negative
814,o***l,,Pengiriman aman  tidak ada yang tumpah. Hanya tutup botol sedikit ada bagian yg sobek. Tapi so far aman.  tidak ada yang tumpah. Hanya tutup botol sedikit ada bagian yg sobek. Tapi so far aman.,"kirim,aman,tumpah,tutup,botol,sokkbek,sokk,far,aman,tumpah,tutup,botol,sokkbek,sokk,far,aman",-1,negative
815,I***a,,order 3 toples  1 toples bocor krn seal dalamnya lepas. 2 toples amannn. bumbunya wangi bgt.  1 toples bocor krn seal dalamnya lepas. 2 toples amannn. bumbunya wangi bgt.,"order,toples,toples,bocor,karena,seal,lepas,toples,amannn,bumbu,wangi,banget,toples,bocor,karena,seal,lepas,toples,amannn,bumbu,wangi,banget",-4,negative
816,E***a,,rasanya unik ada mintnya  tapi agak kemanisan buat saya  tapi agak kemanisan buat saya,"unik,mintnya,manis,manis",2,positive
817,Arief,,Barang bagus  sayang yg sari asam pecah  sayang yg sari asam pecah,"barang,bagus,sayang,sari,asam,pecah,sayang,sari,asam,pecah",0,neutral
818,Iva,,pengiriman cepat. seller responsif. saran saya  mungkin bisa diperbaiki dari segi kemasan terutama di bagian tutup botol  pas saya terima isi botolnya dua-duanya agak mel...   mungkin bisa diperbaiki dari segi kemasan terutama di bagian tutup botol  pas saya terima isi botolnya dua-duanya agak mel...,"kirim,cepat,seller,responsif,saran,segi,kemas,utama,tutup,botol,terima,isi,botol,mel,segi,kemas,utama,tutup,botol,terima,isi,botol,mel",1,positive
819,Nita,,Waktu dateng agak kaget  Karena bener2 4 botol kecil di bubble satu2 gt  kirain ada packaging nya agak manis gt. tapi ya gpp juga sih  masih oke &amp  Karena bener2 4 botol kecil di bubble satu2 gt  kirain ada packaging nya agak manis gt. tapi ya gpp juga sih  masih oke &amp,"datang,kaget,benar-benar,botol,bubble,satu2,begitu,mengira,packaging,manis,begitu,enggak,apa-apa,amp,benar-benar,botol,bubble,satu2,begitu,mengira,packaging,manis,begitu,enggak,apa-apa,amp",2,positive
820,K***a,,Bumbunya mantap  tp sayang seal nya ga rapet jd pas nyampe botolnya berminyak..  tp sayang seal nya ga rapet jd pas nyampe botolnya berminyak..,"bumbu,mantap,tapi,sayang,seal,engenggakk,rapet,jadi,sampai,botol,minyak,tapi,sayang,seal,engenggakk,rapet,jadi,sampai,botol,minyak",1,positive
821,Ita,,ada yg bocor 1 diterima dlm keadaan tinggal seginiðŸ˜­. diterima dlm keadaan tinggal seginiðŸ˜­.,"bocor,terima,dalam,tinggal,gin,terima,dalam,tinggal,gin",1,positive
822,Zima,,Rasanya sangat enak  sayang agak bocor ke bubblewrap  mungkin packing botolnya perlu di improve  sayang agak bocor ke bubblewrap  mungkin packing botolnya perlu di improve,"enak,sayang,bocor,bubblewrap,packing,botol,improve,sayang,bocor,bubblewrap,packing,botol,improve",1,positive
823,I***a,,imun booster yang wajib ada dirumah. alhamdulillah setiap merasa ngga enak badan lalu konsumsi sapujagad  tiba-tiba ngantuk berat dan begitu bangun badan jadi lebih segar  tiba-tiba ngantuk berat dan begitu bangun badan jadi lebih segar,"imun,booster,wajib,rumah,enggak,enak,badan,konsumsi,sapujagad,ngantuk,berat,bangun,badan,segar,ngantuk,berat,bangun,badan,segar",1,positive
824,M***e,,Saya merasa kualitas jamu sapujagad yg lalu  lebih baik dari yg skrg. Bawang putih tunggalnya jadi kurang berasa.  lebih baik dari yg skrg. Bawang putih tunggalnya jadi kurang berasa.,"kualitas,jamu,sapujagad,sekarang,bawang,putih,tunggal,asa,sekarang,bawang,putih,tunggal,asa",2,positive
825,d***h,,Pas sampai  air dr bumbunya agak rembes tp botol gak pecah munkin di ekspedisinya. Over all bumbunya enak  praktis.   air dr bumbunya agak rembes tp botol gak pecah munkin di ekspedisinya. Over all bumbunya enak  praktis.,"air,dari,bumbu,rembes,tapi,botol,engenggak,pecah,munkin,ekspedisi,over,all,bumbu,enak,praktis,air,dari,bumbu,rembes,tapi,botol,engenggak,pecah,munkin,ekspedisi,over,all,bumbu,enak,praktis",0,neutral
826,E***A,,Bagus pelayanannya. Dichat tidak kelamaan balasnya. Barangnya PO tapi cepat sampai nya  pesan dari tgl 22  tgl 27 sudah sampai rumah. Minta bubble wrap nya tebel  Puji Tu...   pesan dari tgl 22  tgl 27 sudah sampai rumah. Minta bubble wrap nya tebel  Puji Tu...,"bagus,layan,dichat,balas,barang,po,cepat,pesan,tanggal,tanggal,rumah,bubble,wrap,tebal,puji,iitu,pesan,tanggal,tanggal,rumah,bubble,wrap,tebal,puji,iitu",1,positive
827,L***a,[Bebas Pilih Bundling] Ayam Frozen Food dan Rasana Spesial Ramadan,Bumbu bacem enak. Ayam lengkuas potongannya besar  jadi cukup kenyang  sayang bumbunya agak kurang meresap. Sambal kecombrangnya enak. Dapat free tempe orek sama sada jiw...   jadi cukup kenyang  sayang bumbunya agak kurang meresap. Sambal kecombrangnya enak. Dapat free tempe orek sama sada jiw...,"bumbu,bacem,enak,ayam,lengkuas,potong,besar,kenyang,sayang,bumbu,resap,sambal,kecombrang,enak,free,tempe,orek,sada,jiw,kenyang,sayang,bumbu,resap,sambal,kecombrang,enak,free,tempe,orek,sada,jiw",5,positive
828,N***y,,Belum minum rutin  tapi aku suka rasanya gak terlalu jamu  tapi aku suka rasanya gak terlalu jamu,"minum,rutin,suka,engenggak,jamu,suka,engenggak,jamu",2,positive
829,L***i,,Rasanya enak  tidak pahit  ada rasa asam dan sedikit manis. Mungkin manfaatnya baru terasa kalau konsumsinya rutin. Akan lebih baik kalau tanggal kadaluwarsanya dicantumk...   tidak pahit  ada rasa asam dan sedikit manis. Mungkin manfaatnya baru terasa kalau konsumsinya rutin. Akan lebih baik kalau tanggal kadaluwarsanya dicantumk...,"enak,pahit,asam,manis,manfaat,asa,konsumsi,rutin,tanggal,kadaluwarsanya,dicantumk,pahit,asam,manis,manfaat,asa,konsumsi,rutin,tanggal,kadaluwarsanya,dicantumk",5,positive
830,A***i,Sukhaloka by Rahsa Nusantara | Plant-Based Collagen Booster 60-Capsule,Baru mau coba smg cocok ya,"coba,semoga,cocok",1,positive
831,Tonny,Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional,ok,ok,1,positive
832,Tonny,Sari Serai Telang by Rahsa Nusantara - Jamu Sirup Herbal Tradisional,ok,ok,1,positive
833,Tonny,,ok,ok,1,positive
834,A***a,,Tutup Botol agak sedikit penyok tapi botol dalam kondisi baik.,"tutup,botol,penyok,botol,kondisi",-1,negative
835,A***M,,Tutup botol penyok n rembes sedikit ke kardus.,"tutup,botol,penyok,n,rembes,kardus",-2,negative
836,Lenny,,aku  kurang suka bandrek nya. mungkin krn ada kelapa jd kyk agak bau tengik ya.,"suka,bandrek,karena,kelapa,jadi,kayak,bau,tengik",0,neutral
837,Arrizal,,beli sambel di rasana selalu ga cocok,"beli,sambel,rasana,enggak,cocok",1,positive
838,Intan,,Kaya ada sodanya,"kayak,soda",0,neutral
839,S***y,,tutupnya krg seret.bocor,"tutup,krg,seret,bocor",-2,negative
840,S***a,,salah satu jarnya ga rapet jd minyaknya keluar,"salah,jarnya,enggak,rapet,jadi,minyak",0,neutral
841,Wini,,agak retak botolnya  untung ngga pecah  untung ngga pecah,"retak,botol,untung,eenggakk,pecah,untung,eenggakk,pecah",-2,negative
842,Yeni,,kemasan 235ml botol pertama ada rembesan airnya. jadi isinya agak berkurang dikit.,"kemasanml,botol,rembes,air,isi,dikit",-1,negative
843,Yanti,,ga tau bocor dr mana  saat dibuka dr bubble wrap  botolnya basah gitu.. ga biasanya  botol sampe basah wlo udah dibungkus wrap  saat dibuka dr bubble wrap  botolnya basah gitu.. ga biasanya  botol sampe basah wlo udah dibungkus wrap,"engengenggakkk,tau,bocor,dari,buka,dari,bubble,wrap,botol,basah,engengenggakkk,botol,sampai,basah,walau,bungkus,wrap,buka,dari,bubble,wrap,botol,basah,engengenggakkk,botol,sampai,basah,walau,bungkus,wrap",-5,negative
844,I***t,,agak merembes pas dibuka (video unboxing tersedia) tapi dari kualitas so far masih oke sih ya (ga bau aneh dan masih layak). cuman airnya tinggal dikit aja. ingredientnya...,"rembes,buka,video,unboxing,sedia,kualitas,sok,far,enggak,bau,aneh,layak,cuman,air,tingenggakl,dikit,ingredientnya",-3,negative
845,S***y,Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional,3 bulan kurang. semoga cocok dan enyaak,"3,moga,cocok,enyaak",1,positive
846,S***y,,3 bulan kurang. semoga cocok dan enak,"3,moga,cocok,enak",2,positive
847,Russy,,Tutup yg almuni foil copot jd rembes,"tutup,almuni,foil,copot,jadi,rembes",-2,negative
848,Sri,,paket diterima dalam kondisi penyok2  bumbu berantakan  tutup terbuka padahal pake buble wrap  bumbu berantakan  tutup terbuka padahal pake buble wrap,"pakait,terima,kondisi,penyok2,bumbu,beranta,tutup,buka,pakai,buble,wrap,bumbu,beranta,tutup,buka,pakai,buble,wrap",-1,negative
849,rulli,,puas,puas,1,positive
850,e***o,,Barang sesuai deskripsi ORI.,"barang,sesuai,deskripsi,orisinal",1,positive
851,Miftania,,Enak,enak,1,positive
852,A***o,,Bintang 4 dulu ya karena baru konsumsi  kita lihat perkembangannya nanti dari manfaatnya selanjutnya diulas lagi  overall oke dari mulai kemasan  rasanya enak seger  peng...   kita lihat perkembangannya nanti dari manfaatnya selanjutnya diulas lagi  overall oke dari mulai kemasan  rasanya enak seger  peng...,"bintang,konsumsi,lihat,kembang,manfaat,ulas,overall,kemas,enak,segar,peng,lihat,kembang,manfaat,ulas,overall,kemas,enak,segar,peng",4,positive
853,Anisah,Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional,puas barang bagus pengiriman cepat,"puas,barang,bagus,kirim,cepat",2,positive
854,Anisah,Sari Beras Kencur by Rahsa Nusantara,puas barang bagus pengiriman cepat,"puas,barang,bagus,kirim,cepat",2,positive
855,S***o,,seller komunikatif  packing pakai bubble wrap tebal. Tapi botolnya retak dan rembes sedikit. Namun msih bisa digunakan.   packing pakai bubble wrap tebal. Tapi botolnya retak dan rembes sedikit. Namun msih bisa digunakan.,"seller,komunikatif,packing,pakai,bubble,wrap,tebal,botol,retak,rembes,masih,packing,pakai,bubble,wrap,tebal,botol,retak,rembes,masih",-2,negative
856,sri,,rasanya bawang banget kaya minum bumbu,"bawang,kayak,minum,bumbu",0,neutral
857,Mirna,,Pengiriman cepat  packing aman  tidak ada yang bocor. Rasanya cukup enak.  packing aman  tidak ada yang bocor. Rasanya cukup enak.,"kirim,cepat,packing,aman,bocor,enak,packing,aman,bocor,enak",3,positive
858,Mirna,Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional,Pengiriman cepat  packing aman  tidak ada yang bocor. Rasanya cukup enak.  packing aman  tidak ada yang bocor. Rasanya cukup enak.,"kirim,cepat,packing,aman,bocor,enak,packing,aman,bocor,enak",3,positive
859,Komalasari,,di kemas rapi jd tdak pecah ok banget...ðŸ‘,"kemas,rapi,jadi,tidak,pecah,ok",0,neutral
860,K***h,,rasanya terlalu asam kak untuk anak2ðŸ™,"asam,kak,anak-anak",0,neutral
861,Sri,,kondisi paket parah bngt,"kondisi,paket,parah,banget",0,neutral
862,Miftania,Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional,Pengiriman cepat  rasa nya enak  packaging aman  cm rasa sari asem nya kurang nonjol.. tp so far sih enak ya  rasa nya enak  packaging aman  cm rasa sari asem nya kurang nonjol.. tp so far sih enak ya,"kirim,cepat,enak,packaging,aman,sari,asem,nonjol,tapi,sokk,far,enak,enak,packaging,aman,sari,asem,nonjol,tapi,sokk,far,enak",7,positive
863,Miftania,Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek,Rasa nya enak  pengiriman cepat  packaging aman  cm memang belum ngaruh sih buat batpil anak. Udah abis satu botol tp masih batpil aja hmm  pengiriman cepat  packaging aman  cm memang belum ngaruh sih buat batpil anak. Udah abis satu botol tp masih batpil aja hmm,"enak,kirim,cepat,packaging,aman,ngaruh,batapiil,anak,hhabis,botol,tapi,batapiil,hmm,kirim,cepat,packaging,aman,ngaruh,batapiil,anak,hhabis,botol,tapi,batapiil,hmm",5,positive
864,E***a,,produk ok  pengiriman salah rumah  pengiriman salah rumah,"produk,ok,kirim,salah,rumah,kirim,salah,rumah",1,positive
865,w***a,Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek,Datang sesuai waktu. Tapi tutupnya perlu ditingkatkan lagi  krn ga leak proof banget. pake sumpelan tetep leaking  ga pake lebih parah. mana sumpelannya susah dicabut pul...   krn ga leak proof banget. pake sumpelan tetep leaking  ga pake lebih parah. mana sumpelannya susah dicabut pul...,"sesuai,tutup,tingkat,karena,engengengenggakkkk,leak,proof,pakai,sumpel,tetap,leaking,engengengenggakkkk,pakai,parah,sumpel,susah,cabut,pul,karena,engengengenggakkkk,leak,proof,pakai,sumpel,tetap,leaking,engengengenggakkkk,pakai,parah,sumpel,susah,cabut,pul",-2,negative
866,Retno,Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek,pertama kali coba untuk anak2 yang bolak balik batuk sejak masuk sekolah lagi. semoga manjur untuk alternatif obat kimia yg biasa dipakai. sayangnya expired nya deket sek...,"coba,anak-anak,bolak,batuk,masuk,sekolah,moga,manjur,alternatif,obat,kimia,pakai,sayang,expired,dekat,sek",1,positive
867,Nurul,,Re-purchase yang kedua. Langganan produk2 yang lainnya juga cukup banyak. Namun kali ini agak bingung kenapa warnanya jadi hijau ya? Apa karena kondisi di perjalanan sela...,"re,purchase,langgan,produk2,bingung,warna,hijau,kondisi,jalan",0,neutral
868,N***a,Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional,Sekedar saran  karena taglinenya â€œKebaikan Alamâ€  mungkin ada baiknya untuk packaging bisa mengurangi penggunaan bubblewrap. Karena bubblewrap yg dipakai lumayan banyak....   karena taglinenya â€œKebaikan Alamâ€  mungkin ada baiknya untuk packaging bisa mengurangi penggunaan bubblewrap. Karena bubblewrap yg dipakai lumayan banyak....,"dar,saran,taglinenya,alam,packaging,bubblewrap,bubblewrap,pakai,lumayan,taglinenya,alam,packaging,bubblewrap,bubblewrap,pakai,lumayan",0,neutral
869,N***a,,Sekedar saran  karena taglinenya â€œKebaikan Alamâ€  mungkin ada baiknya untuk packaging bisa mengurangi penggunaan bubblewrap. Karena bubblewrap yg dipakai lumayan banyak....   karena taglinenya â€œKebaikan Alamâ€  mungkin ada baiknya untuk packaging bisa mengurangi penggunaan bubblewrap. Karena bubblewrap yg dipakai lumayan banyak....,"dar,saran,taglinenya,alam,packaging,bubblewrap,bubblewrap,pakai,lumayan,taglinenya,alam,packaging,bubblewrap,bubblewrap,pakai,lumayan",0,neutral
870,RIZKA,,1 botol kira kira habis dalam 2 hari,"1,botol,habis",0,neutral
871,Muna,Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek,Pengiriman aman. Barang selamat. Kemasan tertutup rapat. Baunya khas rempah-rempah.,"kirim,aman,barang,selamat,kemas,tutup,rapat,bau,khas,rempah,rempah",-1,negative
872,Awandi,,anak-anak saya ternyata lebih suka yg varian rasa original ðŸ˜ƒðŸ˜…,"anak,anak,nyata,suka,varian,original",2,positive
873,Tranti,Mini Size Sapujagad Anak by Rahsa Nusantara,sudah diterima dalam keadaan baik  belum diminumkan ke anak  semoga cocok  belum diminumkan ke anak  semoga cocok,"terima,minum,anak,moga,cocok,minum,anak,moga,cocok",3,positive
874,Yoana,,Pengiriman aman  gak bocor sedikitpun  cukup cepat.  gak bocor sedikitpun  cukup cepat.,"kirim,aman,engenggak,bocor,cepat,engenggak,bocor,cepat",1,positive
875,D***a,,Rasanya tidak enak  anak jd susah disuru minum  anak jd susah disuru minum,"enak,anak,jadi,susah,disuru,minum,anak,jadi,susah,disuru,minum",-1,negative
